tweet,entities,Network
"Grande @BernieSanders : 'Derrotar Trump é necessário como primeiro passo, mas não podemos e não devemos voltar aos negócios de sempre'; Bernie deixa claro que a vitória de #Biden é importante, mas que a luta por mudanças reais não irá parar. https://t.co/ZMIxnGjxA1","['Grande', '@BernieSanders', 'Derrotar', 'Trump', 'Bernie', '#Biden']",US_Election
"Democrats owe an enormous debt to hispanic voters in four southwestern cities in Arizona and Nevada., but there was not one hispanic person on #Biden's senior campaign staff. He doesn't care much about them, either.","['Democrats', 'Arizona', 'Nevada', '#Biden', 'He']",US_Election
"⚠️💥🔥 Así se prepara New York para la guerra civ... perdón, para las #Elecciones2020  de #EEEUU.

#Trump está 💩💩💩! https://t.co/BnUU0micom","['New', 'York', '#Elecciones2020', '#EEEUU', '#Trump']",US_Election
"#Trump fighting media.... while Hunter Biden sells out to China and whoever will give him money. #GoTrump2020 You are fighting ALL media, ALL slime celebs https://t.co/fLpPkZIzeg","['#Trump', 'Hunter', 'Biden', 'China', '#GoTrump2020', 'You']",US_Election
"Angelenos take to Sunset Ave in #EchoPark, Los Angeles Nov. 07, 2020 to celebrate #JoeBiden winning #Election2020 . #PresidentElectJoe 📸 #jasonryanphoto #losangeles #BidenHarris #AmericasGreatestMistake https://t.co/VDPNRsP0if","['Angelenos', 'Sunset', 'Ave', '#EchoPark', 'Los', 'Angeles', 'Nov', '#JoeBiden', '#Election2020', '#PresidentElectJoe', '#jasonryanphoto', '#losangeles', '#BidenHarris', '#AmericasGreatestMistake']",US_Election
"@realDonaldTrump @nytimes @Google @CNN The classic #Trump lie if ""I don't know him."" 😂","['@realDonaldTrump', '@nytimes', '@Google', '@CNN', 'The', '#Trump']",US_Election
"#Biden - 264
#Trump - 214
#Arnab - 306 IPC https://t.co/B1oLGdTXoU","['#Biden', '#Trump', '#Arnab']",US_Election
"Aah, that would be the ""Phantom Zone"" where Kryptonian crooks are sent to live in limbo for eternity.

#auspol https://t.co/aL2yWCudE5","['Aah', 'Phantom', 'Zone', 'Kryptonian', '#auspol']",AU_Election
Re-live the New Year's Day classic that kick-started Michael Bevan's career - and remember to vote for him as Australia's greatest ODI player: https://t.co/vOJdDnPN78 https://t.co/iIAzMCcKrr,"['Re', 'New', 'Year', 'Day', 'Michael', 'Bevan', 'Australia']",AU_Election
"Love the fact that UK viewers can't vote by text... stupid. Anyway, #Australia has my vote #Eurovision","['Love', 'Anyway', '#Australia', '#Eurovision']",AU_Election
Preferences are key to this election. Do research beforehand so u know which number to place beside @ candidate/party. It's VIP you read &amp; follow instructions regarding the number of preferences u MUST place on ballot in both HOR &amp; Senate for vote to be valid. #auspol #ausvotes https://t.co/PRKno5rN1c,"['Preferences', 'Do', 'It', 'Senate', '#auspol', '#ausvotes']",AU_Election
Imagine what this swing to the LNP would be like if all those young people hadnt signed up for SSM vote! Fck me #AusVotes2019 #auspol,"['Imagine', 'Fck', '#AusVotes2019', '#auspol']",AU_Election
"Election 2019: Anthony Albanese to run for Labor leader, Tanya Plibersek 'considering' a tilt - Australia Votes - Federal Election 2019 - Politics - ABC News (Australian Broadcasting Corporation)
My vote goes to Albo! https://t.co/VyOA825pgD","['Election', 'Anthony', 'Albanese', 'Labor', 'Tanya', 'Plibersek', 'Australia', 'Votes', 'Federal', 'Election', 'Politics', 'News', 'Australian', 'Broadcasting', 'Corporation', 'My', 'Albo']",AU_Election
making the important distinction between building @LiberalAus supporters’ economy and securing everyone else’s future ... #auspol #election2019 #LiberalCampaignLaunch https://t.co/p6cNHDJGCf,"['@LiberalAus', '#auspol', '#election2019', '#LiberalCampaignLaunch']",AU_Election
"For the record no one asked for my opinion,    no one #ausvotes #AUSVote19 #australiavotes #AUSVote2019 #auspol19","['For', '#ausvotes', '#AUSVote19', '#australiavotes', '#AUSVote2019', '#auspol19']",AU_Election
"@JoshFrydenberg @3AWNeilMitchell @3AW693 @Bowenchris Weezle words from the weezle, no free toilet upgrade today? What about an @ASX investigation? #ToddCorporation prosecution maybe? Now that would be nice!

#auspol #ausbiz","['@JoshFrydenberg', '@3AWNeilMitchell', '@3AW693', '@Bowenchris', 'Weezle', 'What', '@ASX', '#ToddCorporation', 'Now', '#auspol', '#ausbiz']",AU_Election
"Also in this - #7News reveals Chris Bowen will tomorrow announce whether he’ll run for Labor leadership...and the Labor MP in the very close seat of Bass, Tas is preparing to concede - he’s begun packing up his office... Also -PM won’t announce Ministry before the weekend #auspol https://t.co/vzg8N7TPSH","['Also', '#7News', 'Chris', 'Bowen', 'Labor', 'Labor', 'Bass', 'Tas', 'Also', 'Ministry', '#auspol']",AU_Election
Today is the day to give your $2.76 worth. There 16.4M #aussie registered to vote that is an eye watering $45.3M #auspol #ausvote #votegreen #thefuckingplanetisonfire,"['Today', 'There', '#aussie', '#auspol', '#ausvote', '#votegreen', '#thefuckingplanetisonfire']",AU_Election
"#qanda

____ Home Insurance

‘1 in ten Australian homes affected’

“... data, published by the Actuaries Institute, reveals the frequency of extreme weather in the country’s worst-affected regions has doubled compared to the long-term average.”

#auspol

https://t.co/7e1L4t2qyp","['#qanda', 'Home', 'Insurance', 'Australian', 'Actuaries', 'Institute', '#auspol']",AU_Election
Kid have me wrong change at sausage sizzle. Now googling which party has the best education policy #ausvotes,"['Kid', 'Now', '#ausvotes']",AU_Election
So... I guess the LNP are against this plan to create jobs in Adelaide and reducing emissions? #auspol 😝 https://t.co/ujftazrrdJ,"['So', 'Adelaide', '#auspol']",AU_Election
@AmandaPerram Labor was brave. Any braver and they'd have lost even more seats. It's not their fault. Australia was afraid to vote for vision and compassion.,"['@AmandaPerram', 'Labor', 'Any', 'It', 'Australia']",AU_Election
What the hell? #auspol,"['What', '#auspol']",AU_Election
"A green new deal. 
What workers need. 
What the environment needs. 
#auspol
#GreenNewDeal https://t.co/Wq1dMOXjr3","['What', 'What', '#auspol', '#GreenNewDeal']",AU_Election
"Still at the polling booth, handing out HTV cards to the very last! #auspol @westaustralian @6PR @WAtoday https://t.co/6GMJNxDczh","['Still', '#auspol', '@westaustralian', '@6PR', '@WAtoday']",AU_Election
I think the moral of the campaign is that in five weeks the tpp hasn’t changed #ausvotes,['#ausvotes'],AU_Election
Here are the winning stocks in Australia as Morrison takes victory at the elections https://t.co/StfBzx38Ck #2020Elections #Elections #2019Elections #Politics,"['Here', 'Australia', 'Morrison', '#2020Elections', '#Elections', '#2019Elections', '#Politics']",AU_Election
"“He waged a relentless campaign.”

Former prime minister John Howard praises Scott Morrison’s performance this election.

#auspol #ausvotes ⁦⁦@politicsabc⁩ https://t.co/zEg8xyqEsS","['He', 'Former', 'John', 'Howard', 'Scott', 'Morrison', '#auspol', '#ausvotes', '@politicsabc']",AU_Election
"Media ban starts midnight tonight ONLY on the following: TV 📺 AND Radio 📻. 

Everything else is ✅ 

#auspol #AusVotes2019 #ausvotes19","['Media', 'Radio', 'Everything', '#auspol', '#AusVotes2019', '#ausvotes19']",AU_Election
"The Coalition scores one out of twelve (ouch), Labor eleven/twelve and the Greens ten/twelve. #ausvotes #auspol 
 https://t.co/YHNSu8hRt8 via @WomensAgenda","['The', 'Coalition', 'Labor', 'Greens', '#ausvotes', '#auspol', '@WomensAgenda']",AU_Election
A lot of deluded people who seem to think their preferred leftist party will solve climate change in 4 years like some sort of real life Captain Planet &amp; The Planeteers. #AusPol,"['Captain', 'Planet', 'The', 'Planeteers', '#AusPol']",AU_Election
@Waveline2shore Will they be amphibious as #SarahHenderson has promised pools everywhere? #auspol #LNPFail https://t.co/ynbfodu1gA,"['@Waveline2shore', 'Will', '#SarahHenderson', '#auspol', '#LNPFail']",AU_Election
The spud &amp; beetroot retained their seats RIP Australia seriously WHAT will it take to wake the fuck up? #ausvotes,"['The', 'Australia', '#ausvotes']",AU_Election
Too often on Twitter I've been told to get a job!  #auspol https://t.co/8XHwlXTMEl,"['Too', 'Twitter', '#auspol']",AU_Election
"G'day #auspol where is the #TopEndofTown in #Melbourne, so that we cld plan to get out after #ausvotes bcz #Shorten Govt will hit hard that part of Town😀","['#auspol', '#TopEndofTown', '#Melbourne', '#ausvotes', '#Shorten', 'Govt', 'Town']",AU_Election
Fuck you Queensland #auspol https://t.co/QVaCkioEVH,"['Fuck', 'Queensland', '#auspol']",AU_Election
"They don’t even pretend to represent minorities do they?
#auspol #Liberals","['They', '#auspol', '#Liberals']",AU_Election
"A promise is a concept, like a pinky swear, not something tangible. I'd rather have a PM that is interested in delivering tangible betterment to the majority of Australians who cannot afford rising rental costs, let alone a mortgage. #ScoMo is so out of touch. #AusVotes #AusPol https://t.co/ovOSRi1Q3C","['Australians', '#ScoMo', '#AusVotes', '#AusPol']",AU_Election
If we get rid of Tony but keep ScoMo I'm gonna feel broken #ausvotes,"['If', 'Tony', '#ausvotes']",AU_Election
Poor old @BBCNews caught with its political pants down again after believing every poll - making the same mistake with @Nigel_Farage  https://t.co/oiuXDLGVTO #AustraliaDecides #AUSVote19 #BrexitParty #EuropeanElection2019,"['Poor', '@BBCNews', '@Nigel_Farage', '#AustraliaDecides', '#AUSVote19', '#BrexitParty', '#EuropeanElection2019']",AU_Election
Can you tell the Queensland vote was decisive in dooming lefties in Australia? https://t.co/q3X24K4l6c,"['Can', 'Queensland', 'Australia']",AU_Election
Rupert bloody Murdoch won again and our democracy is crumbling. #auspol #ausvotes https://t.co/0DSRsdSgyS,"['Rupert', 'Murdoch', '#auspol', '#ausvotes']",AU_Election
#Ludlow | https://t.co/adig5zuxOl | Australia and Iceland qualify for Eurovision final but Finland snubbed UK residents could not vote in this round but will be able to during the 18-act second semi-final on Thursday and the grand final on Saturday. https://t.co/jC5QkEv3aH,"['#Ludlow', 'Australia', 'Iceland', 'Eurovision', 'Finland', 'Thursday', 'Saturday']",AU_Election
Why the Coalition can’t be trusted on #climate and energy https://t.co/DL48SXTIAd #auspol,"['Why', 'Coalition', '#climate', '#auspol']",AU_Election
#auspol https://t.co/tMT4iQyQvy,['#auspol'],AU_Election
Election Day 2019 is in full swing across the country as Scott Morrison and Bill Shorten vie for the country's leadership. #9News #AusVotes19 #Auspol @jekearsley @lizziedaniels https://t.co/dDSzGZIlQi,"['Election', 'Day', 'Scott', 'Morrison', 'Bill', 'Shorten', '#9News', '#AusVotes19', '#Auspol', '@jekearsley', '@lizziedaniels']",AU_Election
"#indivotes interesting read about #rustedoff voters in rural #Ausvotes what are their choices? #Indi has a candidate who will focus her attention on us &amp; our rural electorate needs @HelenHaines1 - #Vote1HelenHaines.
'Battle for the Bush': https://t.co/NJQTcnxV4n via @SBSNews","['#indivotes', '#rustedoff', '#Ausvotes', '#Indi', '@HelenHaines1', '#Vote1HelenHaines', 'Battle', 'Bush', '@SBSNews']",AU_Election
"@MegJobson1 @margokingston1 Looking like @LiberalAus has been dead and buried for some time , first with ""Team Turnbull"" at election 2016 now with ""Solo man"" Morrison at #AusVotes2019 #auspol","['@MegJobson1', '@margokingston1', 'Looking', '@LiberalAus', 'Team', 'Turnbull', 'Solo', 'Morrison', '#AusVotes2019', '#auspol']",AU_Election
Labor are not able to include everyone and have not had time to develop a proper plan for social and income security. So #fairgoBill has been dining with Billionaire Forrest to get ALPs social security policy. #auspol #ausvotes #fairness #corruption #unemployed #HousingForAll https://t.co/99VeyDfOaI,"['Labor', 'So', '#fairgoBill', 'Billionaire', 'Forrest', '#auspol', '#ausvotes', '#fairness', '#corruption', '#unemployed', '#HousingForAll']",AU_Election
Tony Abbott losing is the consolation prize if ALP loses #australiadecides,"['Tony', 'Abbott', '#australiadecides']",AU_Election
"Whatever the result, with no more Clive Palmer ads on the telly, everyone's a winner! #ausvotes","['Whatever', 'Clive', 'Palmer', '#ausvotes']",AU_Election
Even THIS poll got it wrong. #auspol Bye bye Shifty... https://t.co/Mb0pLB0EkS,"['Even', '#auspol', 'Bye', 'Shifty']",AU_Election
#CowperVotes #CoffsHarbour #CoffsCoast #auspol #lnpfail #ausvotes #AusVotes19 https://t.co/YF3CEndcMi,"['#CowperVotes', '#CoffsHarbour', '#CoffsCoast', '#auspol', '#lnpfail', '#ausvotes', '#AusVotes19']",AU_Election
Labor's Gender Agenda #auspol #ausvotes19 #aupol  https://t.co/yiATx2IOYd,"['Labor', 'Gender', 'Agenda', '#auspol', '#ausvotes19', '#aupol']",AU_Election
@LesStonehouse I'm switching back to making effort to vote on the day this time as I think the 3 week prepoll is very silly. Looking forward to no queues and discount sausages. #ausvotes,"['@LesStonehouse', 'Looking', '#ausvotes']",AU_Election
"@mathaiaus @GordyPls Sweet mercy. This is 100% my autocorrect. 

I believe that Australia to vote in Parliament House Canberra for the next inauguration of the actual oppressing race.","['@mathaiaus', '@GordyPls', 'Sweet', 'This', 'Australia', 'Parliament', 'House', 'Canberra']",AU_Election
"Go fuckin vote.

If you don't vote even though it is compulsory, you don't get the right to bitch about who gets elected. 

Plus you get a free snag at some polling booths. It's win-win.

#ausvotes","['Go', 'If', 'Plus', 'It', '#ausvotes']",AU_Election
"@JonathanPieNews @Rachael_Swindon @Nigel_Farage Go vote! In Australia, it's compulsory.
Go vote! Your ancestors died to win the privilage.
Did I say Go Vote?!!! https://t.co/wRFH6odVMs","['@JonathanPieNews', '@Rachael_Swindon', '@Nigel_Farage', 'Go', 'In', 'Australia', 'Go', 'Your', 'Did', 'Go', 'Vote']",AU_Election
"Vale Bob Hawke.
We’re coming for you Scummo, ya miserable dog. #auspol","['Vale', 'Bob', 'Hawke', 'We', 'Scummo', '#auspol']",AU_Election
The democracy sausage that Morrison will choke on. #auspol #democracysausage #quexit #notmyaustralia https://t.co/uFdwMAWm1H,"['The', 'Morrison', '#auspol', '#democracysausage', '#quexit', '#notmyaustralia']",AU_Election
Well - it is clear that the polling has totally gotten it wrong this year and the 'silent' majority had cast their vote against prediction. Antipathy is the theme and people have spoken in volumes. #AUSVote19 #ausvotes,"['Well', 'Antipathy', '#AUSVote19', '#ausvotes']",AU_Election
"So NSW ! You are happy to lie in the same bed and shit you chose last time.. ? 

Given a change to make a change and just leave things as they are...

May God save the Governor General as nothing will save us.. we are all doomed #australiavotes","['So', 'You', 'Given', 'May', 'God', 'Governor', 'General', '#australiavotes']",AU_Election
"@sffAustralia @OneNationAus @fraseranningQLD makes big gains and preferences @LiberalAus who scrape in by the skin of their teeth! #ausvotes
Labor eyes narrow path to victory in tight election race https://t.co/nYx981JjB2 via @ABCNews","['@sffAustralia', '@OneNationAus', '@fraseranningQLD', '@LiberalAus', '#ausvotes', 'Labor', '@ABCNews']",AU_Election
A prediction BEFORE the campaign even began! #auspol #ausvotes https://t.co/zThbiU47Qq,"['#auspol', '#ausvotes']",AU_Election
Wife travelled from Stawell to Werribee tonight. Simple 2:30 by car = 4:40 by Public Transport! #SpringSt @JaalaPulford @LouiseStaley @DanTehanWannon @AlexDyson @mauricebilli  #WannonVotes #SpringSt #Auspol #Ausvotes #australiavotes2019,"['Wife', 'Stawell', 'Werribee', 'Simple', 'Public', 'Transport', '#SpringSt', '@JaalaPulford', '@LouiseStaley', '@DanTehanWannon', '@AlexDyson', '@mauricebilli', '#WannonVotes', '#SpringSt', '#Auspol', '#Ausvotes', '#australiavotes2019']",AU_Election
"@erinrileyau That this blatant lie of a narrative has persisted, completely unchallenged for over a DECADE by Australia's mainstream media, is in ITSELF basis enough for a Royal Commission into our media monopolies and the influence of Murdoch.

Enough! #Labor saved us #GFC

#ausvotes #auspol","['@erinrileyau', 'That', 'Australia', 'Royal', 'Commission', 'Murdoch', 'Enough', '#Labor', '#GFC', '#ausvotes', '#auspol']",AU_Election
Australian PM Scott Morrison claims historic win after Labor loses 'unlosable' election @CNN https://t.co/kHDhsL0abu,"['Australian', 'Scott', 'Morrison', 'Labor', '@CNN']",AU_Election
"Unfortunately plausible, as even folks that don't buy into the hate may buy into the idea of ""we'll create a stable environment for you to be personally charitable"" (however inaccurate that idea may be) #auspol https://t.co/z6nqtDCEbP","['Unfortunately', '#auspol']",AU_Election
"hey aussies!!!  do you have the social intelligence of a sea sponge???  https://t.co/O9gbUZQeFJ

#ClimateChange
#ClimateNazi 
@Greens 
#aus #auspol 
#nsw #nswpol
#qld #qldpol https://t.co/W1bcfHmxbt","['#ClimateChange', '#ClimateNazi', '@Greens', '#aus', '#auspol', '#nsw', '#nswpol', '#qld', '#qldpol']",AU_Election
@australian @TonyAbbottMHR ❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️ Perhaps Mr Abbott now has some compassion for Ms Gillard? He smirked and laughed right along with ALL the horrid SUSTAINED ATTACKS on Ms. Gillard.  Makes one think about karma! Mr Abbott does enjoy 'victim status'. #auspol   #WarringahVotes,"['@australian', '@TonyAbbottMHR', 'Perhaps', 'Mr', 'Abbott', 'Ms', 'Gillard', 'He', 'Ms', 'Gillard', 'Makes', 'Mr', 'Abbott', '#auspol', '#WarringahVotes']",AU_Election
2019 election: Why politics is toxic for Australia’s women https://t.co/y1mVDN0UPQ https://t.co/hECHnaOfZf,"['Why', 'Australia']",AU_Election
Ronny Radliff is dead to me after today. Queensland can get stuffed! #AUSVote19 #australiavotes #AustraliaDecides,"['Ronny', 'Radliff', 'Queensland', '#AUSVote19', '#australiavotes', '#AustraliaDecides']",AU_Election
"I’m still struggling to get my head around what went down in #auspol last night; but what I do get is what we saw 2 days ago at Mt Cook NZ: the ridge line in the centre of this shot is where the Mueller glacier used to come up to in the 1990s, when I was last here #ClimateChange https://t.co/ZGHkYayuIE","['#auspol', 'Mt', 'Cook', 'Mueller', '#ClimateChange']",AU_Election
Nothing like a bit of exaggeration eh Clive? This is a better image for your ad! #Auspol #Election2019 https://t.co/8jmkGTP7UU,"['Nothing', 'Clive', 'This', '#Auspol', '#Election2019']",AU_Election
"The bigger issue is voter discontent. In the U.S. early voting is a sign of enthusiasm. Here, experts tell me, it's a sign of frustration. Mandatory voting also hides declining faith in democracy. So the big question: What can #auspol and civil society do about THAT? 4/4","['The', 'In', 'Here', 'Mandatory', 'So', 'What', '#auspol']",AU_Election
"#TheDrum the idea the fair work commission is ‘independent’, much like the Reserve Bank being independent is laughable. Real wages are NOT ‘growing’. The system is broken #auspol #AUSVotes19 #LNPfail","['#TheDrum', 'Reserve', 'Bank', 'Real', 'The', '#auspol', '#AUSVotes19', '#LNPfail']",AU_Election
Go the Tone #auspol #AusVotes19 https://t.co/yd9MMBY740,"['Go', 'Tone', '#auspol', '#AusVotes19']",AU_Election
"Australia's conservative coalition scores stunning political victory in general election, defies pol... https://t.co/xUArGYgU6W",['Australia'],AU_Election
Scomo supporter feeling the pressure.#auspol https://t.co/p2eWK8DCKA,"['Scomo', '#auspol']",AU_Election
We’ve made it easy for you to ask your candidate to support ad regs and age-verification. See here to learn how&gt;&gt; https://t.co/aDE2mGJm4E #auspol #AusVotes2019,"['We', 'See', '#auspol', '#AusVotes2019']",AU_Election
I’m angry and as devastated as hell. You bet I’m going to be as vocal and proactive as ever these next 4 years. #auspol,"['You', '#auspol']",AU_Election
For anyone who missed this - Bob Hawke at the National Press Club as Opposition Leader a week out from the March 1983 election @abcnews #auspol #bobhawke https://t.co/77ts4Uz6m4,"['For', 'Bob', 'Hawke', 'National', 'Press', 'Club', 'Opposition', 'Leader', 'March', '@abcnews', '#auspol', '#bobhawke']",AU_Election
"Please vote for FOUR PAWS Australia to share in $50,000 https://t.co/uutPggK80p","['Please', 'Australia']",AU_Election
Australia’s Conservatives Win Surprise Election Victory in Election Focused on the Environment https://t.co/DFgYyn6pLV,"['Australia', 'Conservatives', 'Win', 'Surprise', 'Election', 'Victory', 'Election', 'Focused', 'Environment']",AU_Election
Arundhati Roy on Why She Admires WikiLeaks &amp; Opposes Assange’s Extradition to the U.S. https://t.co/c1v3uQD7cW #auspol,"['Arundhati', 'Roy', 'Why', 'She', 'Admires', 'Opposes', 'Assange', 'Extradition', '#auspol']",AU_Election
"@mjrowland68 @billshortenmp @abcnews Maybe now you will report on his rape allegation 

#auspol","['@mjrowland68', '@billshortenmp', '@abcnews', 'Maybe', '#auspol']",AU_Election
"Just watched the vision of brutal treatment of motorist by @WA_Police.

Zero respect for the public. Who gives these thugs weapons?

Q: What's the difference between @WA_Police and any other gang of vicious thugs?

A: a uniform.

#auspol","['Just', '@WA_Police', 'Zero', 'Who', 'What', '@WA_Police', '#auspol']",AU_Election
"Well, that is frank and revelatory! #AusPol. @PhillipAdams_1 @SteveAustinABC @Mirandaprorsus @phbarratt @tonykevin https://t.co/LDXWmkKLAG","['Well', '#AusPol', '@PhillipAdams_1', '@SteveAustinABC', '@Mirandaprorsus', '@phbarratt', '@tonykevin']",AU_Election
"@egmond_mark @elyasgarad @TonyAbbottMHR Nah,  he can't come back.  
Don't need his type in power. 

#LNPcorruption. #LNPfilth. #Auspol","['@egmond_mark', '@elyasgarad', '@TonyAbbottMHR', 'Nah', 'Don', '#LNPcorruption', '#LNPfilth', '#Auspol']",AU_Election
Alan Jones is fibbing about Labor https://t.co/Gevlo0LgC7 @AlanJones,"['Alan', 'Jones', 'Labor', '@AlanJones']",AU_Election
In coal we trust: Australian voters back PM Morrison's faith in fossil fuel https://t.co/ngxngOXJD3,"['In', 'Australian', 'Morrison']",AU_Election
Just been to #church #austvotes2019 #auspol @ St George's Anglican Church Malvern https://t.co/gKp7Dlrcb2,"['Just', '#church', '#austvotes2019', '#auspol', 'St', 'George', 'Anglican', 'Church', 'Malvern']",AU_Election
"In her new take on eschatology, Kerry-Anne Kennerley predicts the ""end of life as we know it"" courtesy of Bill Shorten. The four horsemen of the apocalypse are on their way, apparently. 3 days to go! Morrison will be thrilled, wrapt that the Rapture is so soon! #Ausvotes #Auspol","['In', 'Kerry', 'Anne', 'Kennerley', 'Bill', 'Shorten', 'The', 'Morrison', 'Rapture', '#Ausvotes', '#Auspol']",AU_Election
Another case where belligerence is more important than anything above all #ausvotes,"['Another', '#ausvotes']",AU_Election
"Moreover, Senator @Briggs? WE GET THE PLANET WE DESERVE. Thankfully, that includes their fucking kids/grandkids. 🙏 #auspol https://t.co/CUurgG20Vw","['Moreover', 'Senator', '@Briggs', 'Thankfully', '#auspol']",AU_Election
"Classy speech @billshortenmp... You said to never give up faith, that individuals can make a difference. It's hard to keep the faith right now. I don't know how we go on from here. Thank you for trying and campaigning so well - you and your team have much to be proud of. #auspol","['Classy', '@billshortenmp', 'You', 'It', 'Thank', '#auspol']",AU_Election
"I've gotta say, one of my favourite things about Australian elections, is getting asked about the democracy sausage by foreigners.

I'm amused at that being the thing that makes it overseas about our elections.
#auspol","['Australian', '#auspol']",AU_Election
So when does Scomo jump on a dragon and burn us all? #auspol #AUSVotes19,"['So', 'Scomo', '#auspol', '#AUSVotes19']",AU_Election
#AustraliaDecides https://t.co/4AAaVR2QWN,['#AustraliaDecides'],AU_Election
"Voting done, morning run done. Geeze the bbq there smelt good. Actually did my research into what each party was saying and considered what was being said and voted accordingly 👍 #AusVotes2019 #auspol","['Voting', 'Geeze', 'Actually', '#AusVotes2019', '#auspol']",AU_Election
"Scott Morrison is going to vote soon at Lilli Pilli Public School, where I can report there is NO SAUSAGE SIZZLE #auspol https://t.co/P1YSZuPXo2","['Scott', 'Morrison', 'Lilli', 'Pilli', 'Public', 'School', '#auspol']",AU_Election
"Fortress Vic, Fortress Vic, Fortress Vi... #auspol","['Fortress', 'Vic', 'Fortress', 'Vic', 'Fortress', 'Vi', '#auspol']",AU_Election
The mood in the room at the Coalition function is buoyant #ausvotes #auspol @australian https://t.co/IrVF8D3pUb,"['The', 'Coalition', '#ausvotes', '#auspol', '@australian']",AU_Election
The Sydney Swans upheld their part of the equation #ausvotes,"['The', 'Sydney', 'Swans', '#ausvotes']",AU_Election
Handed out how to vote cards for the last 3 hours at the booth where I normally vote. Usually long queues but none today. A lot fewer voters than in past years. Lots have already voted #ausvotes,"['Handed', 'Usually', 'Lots', '#ausvotes']",AU_Election
"Australian leaders make last poll pitch, mourn former PM Hawke https://t.co/xMapxcT93t #topNews https://t.co/GA5oXyiqcm https://t.co/MCwtgoHJDi","['Australian', 'Hawke', '#topNews']",AU_Election
Thank god! Aunty might be getting her money back so she can make more great local TV shows. One hitch - we need @billshortenmp to win. C’mon Aussie c’mon! #Auspol #AusVotes19 #ilikebilllshorten #saveAunty https://t.co/MBnhy8eHxx,"['Thank', 'Aunty', 'One', '@billshortenmp', 'Aussie', '#Auspol', '#AusVotes19', '#ilikebilllshorten', '#saveAunty']",AU_Election
"I am @FrBower Now, more than ever we need to unite and keep fighting the good fight. They may have won this battle but we cannot let them win the war ✊️ #auspol⁠ ⁠ #AusPol⁠ ⁠ #Elections2019results #Australiavotes https://t.co/voIoomxx17","['@FrBower', 'Now', 'They', '#auspol', '#AusPol', '#Elections2019results', '#Australiavotes']",AU_Election
@TonyAbbottMHR Remember #WarringahVotes his party is giving him only one more election but You can send him to retirement #auspol #AusVotes19 https://t.co/KywnUKUd2g,"['@TonyAbbottMHR', 'Remember', '#WarringahVotes', 'You', '#auspol', '#AusVotes19']",AU_Election
"Vale Bob Hawke. 

Also fuck you Tony. Your incorrectly dated diatribe of stupidity, doesn't even warrent repeating. #auspol","['Vale', 'Bob', 'Hawke', 'Also', 'Tony', 'Your', '#auspol']",AU_Election
#auspol lol https://t.co/rcjIynRF2F,['#auspol'],AU_Election
"Here's why #Morrison won't let his ministers do press conferences. Watch Smirkoff grind his teeth &amp; wince once the questions asked. #SquirmSession Old news hurts, oh yes it hurts. 
#ausvotes #ausvotes19 #auspol #hastie #Electioncampaign #HeyJohnno #ControlFreak #Preacher https://t.co/WTMzKGzSpr","['Here', '#Morrison', 'Watch', 'Smirkoff', '#SquirmSession', 'Old', '#ausvotes', '#ausvotes19', '#auspol', '#hastie', '#Electioncampaign', '#HeyJohnno', '#ControlFreak', '#Preacher']",AU_Election
"NOT ONE #Journalist @ #NPC had sufficient intestinal fortitude to ask #scumo wtte

 ""why did waste our time &amp; yours if you REFUSE to answer ANY QUESTIONS FFS !!??
#auspol #ausvotes","['#Journalist', '#NPC', '#scumo', '#auspol', '#ausvotes']",AU_Election
"So, Bill had a go, but he’s not going to get a go?

How is this meant to work again?

#auspol #haveagogetago #AustraliaDecides","['So', 'Bill', 'How', '#auspol', '#haveagogetago', '#AustraliaDecides']",AU_Election
UN admits Himalaya glacier data dodgy  #auspol #ausvotes https://t.co/4uQYCDrmq1 via @ABCNews,"['Himalaya', '#auspol', '#ausvotes', '@ABCNews']",AU_Election
"When one of Australia's worst PMs eulogises one of the best PMs, a train wreck results. #auspol https://t.co/hFrE7AwuhN","['When', 'Australia', '#auspol']",AU_Election
"@20thCenturyDan You're a teacher? 

And that's the example you set?

I hope people make sure you are never in any position where you have any influence upon the youth of Australia. 

Wishing people dead because you're too emotionally immature to deal with election results?","['@20thCenturyDan', 'You', 'And', 'Australia', 'Wishing']",AU_Election
"@antfarmer @RachelBkr Well, he didn't nought exactly. He spent 60M to get a Senate spot for himself, didn't get one, but, together with One Nation preferences, United Australia preferences (between 3-4 % NATIONALLY) gave LNP government #auspol #AustraliaDecides #australiavotes #australiavotes2019","['@antfarmer', '@RachelBkr', 'Well', 'He', 'Senate', 'One', 'Nation', 'United', 'Australia', '#auspol', '#AustraliaDecides', '#australiavotes', '#australiavotes2019']",AU_Election
Excited to announce my new job as prime minster of Australia in an election result widely described as “sensational”,"['Excited', 'Australia']",AU_Election
"If you’re around Five Dock/Drummoyne, drop by @AbbotsfordPSNSW to vote and check out the sausage sizzle, coffee, cake stall, and side-show alley! Raising $ to support school community! #reid #AUSVote19 #ausvotes #democracysausage ☕️ 🧁 https://t.co/5agEUjcYhM","['If', 'Five', 'Dock', 'Drummoyne', '@AbbotsfordPSNSW', 'Raising', '#reid', '#AUSVote19', '#ausvotes', '#democracysausage']",AU_Election
